Name,Source GitHub,Tags
"('Terra Classic', 'https://coinmarketcap.com/currencies/terra-luna/')",https://github.com/terra-money/core,"['cosmos-ecosystem', 'store-of-value', 'defi', 'payments', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'pantera-capital-portfolio', 'terra-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']"
"('Trust Wallet Token', 'https://coinmarketcap.com/currencies/trust-wallet-token/')",https://github.com/trustwallet,"['wallet', 'polygon-ecosystem', 'bnb-chain']"
"('Pepe', 'https://coinmarketcap.com/currencies/pepe/')",,['memes']
"('dYdX', 'https://coinmarketcap.com/currencies/dydx/')",https://github.com/dydxfoundation/,"['defi', 'derivatives', 'zero-knowledge-proofs', 'three-arrows-capital-portfolio', 'paradigm-portfolio', 'spartan-group']"
"('Compound', 'https://coinmarketcap.com/currencies/compound/')",https://github.com/compound-finance/compound-protocol,"['defi', 'dao', 'yield-farming', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'lending-borowing', 'dragonfly-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'arbitrum-ecosytem', 'bnb-chain']"
"('Nexo', 'https://coinmarketcap.com/currencies/nexo/')",https://github.com/nexofinance/NEXO-Token/,"['services', 'payments', 'cardano-ecosystem', 'alleged-sec-securities']"
"('GMX', 'https://coinmarketcap.com/currencies/gmx/')",,"['derivatives', 'dex', 'avalanche-ecosystem', 'arbitrum-ecosytem']"
"('Bone ShibaSwap', 'https://coinmarketcap.com/currencies/bone-shibaswap/')",,"['memes', 'doggone-doggerel']"
"('APENFT', 'https://coinmarketcap.com/currencies/apenft/')",,"['art', 'collectibles-nfts', 'tron-ecosystem']"
"('WOO Network', 'https://coinmarketcap.com/currencies/wootrade/')",,"['centralized-exchange', 'three-arrows-capital-portfolio', 'exnetwork-capital-portfolio', 'polygon-ecosystem', 'arbitrum-ecosytem', 'mvb', 'vbc-ventures-portfolio', 'injective-ecosystem', 'bnb-chain']"
"('Gemini Dollar', 'https://coinmarketcap.com/currencies/gemini-dollar/')",https://github.com/gemini/dollar,"['store-of-value', 'stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin']"
"('Flare', 'https://coinmarketcap.com/currencies/flare/')",https://github.com/flare-foundation/,['dwf-labs-portfolio']
"('Astar', 'https://coinmarketcap.com/currencies/astar/')",https://github.com/AstarNetwork/Astar,"['polkadot', 'polkadot-ecosystem', 'okex-blockdream-ventures-portfolio']"
"('Dash', 'https://coinmarketcap.com/currencies/dash/')",https://github.com/dashpay/dash,"['mineable', 'hybrid-pow-pos', 'x11', 'medium-of-exchange', 'privacy', 'masternodes', 'dao', 'governance', 'alleged-sec-securities']"
"('Akash Network', 'https://coinmarketcap.com/currencies/akash-network/')",,"['cosmos-ecosystem', 'ai-big-data', 'distributed-computing', 'web3', 'injective-ecosystem']"
"('PancakeSwap', 'https://coinmarketcap.com/currencies/pancakeswap/')",https://github.com/pancakeswap,"['collectibles-nfts', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'yield-farming', 'amm', 'binance-smart-chain', 'dex', 'governance', 'aptos-ecosystem']"
"('MX TOKEN', 'https://coinmarketcap.com/currencies/mx-token/')",,"['marketplace', 'centralized-exchange', 'discount-token']"
"('Arweave', 'https://coinmarketcap.com/currencies/arweave/')",https://github.com/ArweaveTeam/arweave,"['distributed-computing', 'filesharing', 'storage', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'web3']"
"('Zilliqa', 'https://coinmarketcap.com/currencies/zilliqa/')",https://github.com/Zilliqa/Zilliqa,"['mineable', 'platform', 'payments', 'smart-contracts', 'polychain-capital-portfolio', 'metaverse', 'kenetic-capital-portfolio', 'zilliqa-ecosystem', 'bnb-chain']"
"('Oasis Network', 'https://coinmarketcap.com/currencies/oasis-network/')",https://github.com/oasisprotocol/oasis-core,"['cosmos-ecosystem', 'ai-big-data', 'collectibles-nfts', 'defi', 'privacy', 'scaling', 'smart-contracts', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'injective-ecosystem']"
"('Gnosis', 'https://coinmarketcap.com/currencies/gnosis-gno/')",,"['services', 'decentralized-exchange-dex-token', 'defi', 'prediction-markets', 'kenetic-capital-portfolio', 'arbitrum-ecosytem']"
"('Basic Attention Token', 'https://coinmarketcap.com/currencies/basic-attention-token/')",https://github.com/brave-intl/bat-ledger,"['marketing', 'content-creation', 'defi', 'payments', 'dcg-portfolio', '1confirmation-portfolio', 'pantera-capital-portfolio', 'web3', 'bnb-chain']"
"('SafePal', 'https://coinmarketcap.com/currencies/safepal/')",https://github.com/SafePalWallet,"['wallet', 'binance-launchpad', 'injective-ecosystem', 'bnb-chain']"
"('1inch Network', 'https://coinmarketcap.com/currencies/1inch/')",https://github.com/1inch,"['decentralized-exchange-dex-token', 'defi', 'wallet', 'amm', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'dragonfly-capital-portfolio', 'fabric-ventures-portfolio', 'alameda-research-portfolio', 'parafi-capital', 'spartan-group', 'bnb-chain', 'celsius-bankruptcy-estate']"
"('Sei', 'https://coinmarketcap.com/currencies/sei/')",https://github.com/sei-protocol,"['coinbase-ventures-portfolio', 'multicoin-capital-portfolio', 'layer-1', 'jump-crypto', 'sei-ecosystem']"
"('Chia', 'https://coinmarketcap.com/currencies/chia-network/')",https://github.com/Chia-Network/chia-blockchain,[]
"('Loopring', 'https://coinmarketcap.com/currencies/loopring/')",https://github.com/loopring,"['marketplace', 'decentralized-exchange-dex-token', 'defi', 'zero-knowledge-proofs', 'scaling', 'smart-contracts', 'wallet', 'ethereum-ecosystem', 'amm', 'dex', 'layer-2', 'rollups', 'red-packets', 'web3', 'token', 'arbitrum-ecosytem']"
"('Enjin Coin', 'https://coinmarketcap.com/currencies/enjin-coin/')",https://github.com/enjin/,"['media', 'collectibles-nfts', 'gaming', 'ethereum-ecosystem', 'metaverse', 'arrington-xrp-capital-portfolio']"
"('Helium', 'https://coinmarketcap.com/currencies/helium/')",https://github.com/helium/,"['mineable', 'enterprise-solutions', 'distributed-computing', 'iot', 'usv-portfolio', 'multicoin-capital-portfolio', 'web3']"
"('Qtum', 'https://coinmarketcap.com/currencies/qtum/')",https://github.com/qtumproject/qtum/,"['platform', 'smart-contracts', 'kenetic-capital-portfolio', 'bitcoin-ecosystem']"
"('Ethereum Name Service', 'https://coinmarketcap.com/currencies/ethereum-name-service/')",https://github.com/ensdomains,"['dao', 'governance', 'web3']"
"('NEM', 'https://coinmarketcap.com/currencies/nem/')",https://github.com/NemProject,"['poi', 'medium-of-exchange', 'payments', 'smart-contracts', 'fantom-ecosystem']"
"('Bitcoin Gold', 'https://coinmarketcap.com/currencies/bitcoin-gold/')",https://github.com/BTCGPU/BTCGPU,"['mineable', 'medium-of-exchange', 'payments', 'bitcoin-ecosystem']"
"('SingularityNET', 'https://coinmarketcap.com/currencies/singularitynet/')",https://github.com/singnet/,"['marketplace', 'ai-big-data', 'payments', 'cross-chain-dex-aggregator']"
"('Convex Finance', 'https://coinmarketcap.com/currencies/convex-finance/')",https://github.com/convex-eth/platform,"['defi', 'yield-aggregator']"
"('Mask Network', 'https://coinmarketcap.com/currencies/mask-network/')",https://github.com/DimensionDev/Maskbook,"['communications-social-media', 'collectibles-nfts', 'content-creation', 'ethereum-ecosystem', 'metaverse', 'polygon-ecosystem', 'web3', 'animoca-brands-portfolio', 'injective-ecosystem', 'bnb-chain', 'dwf-labs-portfolio']"
"('Celo', 'https://coinmarketcap.com/currencies/celo/')",https://github.com/celo-org/celo-monorepo/,"['pos', 'zero-knowledge-proofs', 'mobile', 'payments', 'smart-contracts', 'coinbase-ventures-portfolio', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'celo-ecosystem', 'dwf-labs-portfolio']"
"('Theta Fuel', 'https://coinmarketcap.com/currencies/theta-fuel/')",https://github.com/thetatoken/theta-protocol-ledger,"['media', 'content-creation', 'defi', 'payments']"
"('Decred', 'https://coinmarketcap.com/currencies/decred/')",https://github.com/decred/,"['mineable', 'hybrid-pow-pos', 'blake256', 'medium-of-exchange', 'store-of-value', 'privacy', 'dao', 'placeholder-ventures-portfolio']"
"('Ankr', 'https://coinmarketcap.com/currencies/ankr/')",https://github.com/Ankr-network,"['platform', 'cosmos-ecosystem', 'enterprise-solutions', 'defi', 'filesharing', 'staking', 'substrate', 'pantera-capital-portfolio', 'polygon-ecosystem', 'celo-ecosystem', 'injective-ecosystem', 'bnb-chain', 'liquid-staking-derivatives']"
"('Ravencoin', 'https://coinmarketcap.com/currencies/ravencoin/')",https://github.com/RavenProject/Ravencoin,"['mineable', 'pow', 'platform', 'crowdfunding']"
"('Osmosis', 'https://coinmarketcap.com/currencies/osmosis/')",https://github.com/osmosis-labs/osmosis,"['cosmos-ecosystem', 'injective-ecosystem']"
"('Ocean Protocol', 'https://coinmarketcap.com/currencies/ocean-protocol/')",https://github.com/oceanprotocol,"['platform', 'ai-big-data', 'defi', 'filesharing', 'dao', 'substrate', 'storage', 'dcg-portfolio', 'fabric-ventures-portfolio', 'polygon-ecosystem', 'web3', 'injective-ecosystem']"
"('yearn.finance', 'https://coinmarketcap.com/currencies/yearn-finance/')",https://github.com/yearn/iearn-finance,"['defi', 'dao', 'yield-farming', 'yield-aggregator', 'yearn-partnerships', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'parafi-capital', 'fantom-ecosystem', 'arbitrum-ecosytem', 'bnb-chain']"
"('Livepeer', 'https://coinmarketcap.com/currencies/livepeer/')",https://github.com/livepeer,"['coinfund-portfolio', 'dcg-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'web3', 'arbitrum-ecosytem']"
"('Holo', 'https://coinmarketcap.com/currencies/holo/')",https://github.com/holochain/holochain-rust,"['platform', 'distributed-computing', 'filesharing', 'storage']"
"('JUST', 'https://coinmarketcap.com/currencies/just/')",,"['defi', 'tron-ecosystem']"
"('STEPN', 'https://coinmarketcap.com/currencies/green-metaverse-token/')",,"['collectibles-nfts', 'gaming', 'binance-smart-chain', 'binance-launchpad', 'solana-ecosystem', 'bnb-chain', 'move-to-earn']"
"('Balancer', 'https://coinmarketcap.com/currencies/balancer/')",https://github.com/balancer-labs,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'three-arrows-capital-portfolio', 'governance', 'coinfund-portfolio', 'alameda-research-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'optimism-ecosystem', 'base-ecosystem']"
"('aelf', 'https://coinmarketcap.com/currencies/aelf/')",https://github.com/aelfProject,"['marketplace', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'huobi-capital-portfolio', 'bnb-chain']"
"('Fetch.ai', 'https://coinmarketcap.com/currencies/fetch/')",https://github.com/fetchai,"['cosmos-ecosystem', 'ai-big-data', 'collectibles-nfts', 'iot', 'binance-launchpad', 'web3', 'injective-ecosystem', 'dwf-labs-portfolio']"
"('Blur', 'https://coinmarketcap.com/currencies/blur-token/')",,['collectibles-nfts']
"('Waves', 'https://coinmarketcap.com/currencies/waves/')",https://github.com/wavesplatform/,"['lpos', 'platform', 'smart-contracts', 'dwf-labs-portfolio']"
"('Golem', 'https://coinmarketcap.com/currencies/golem-network-tokens/')",https://github.com/golemfactory/golem,"['platform', 'distributed-computing', 'payments', 'polygon-ecosystem', 'web3']"
"('Aragon', 'https://coinmarketcap.com/currencies/aragon/')",,"['platform', 'enterprise-solutions', 'dao', 'ethereum-ecosystem', 'governance', 'boostvc-portfolio', 'placeholder-ventures-portfolio', 'web3']"
"('Audius', 'https://coinmarketcap.com/currencies/audius/')",,"['music', 'dao', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'solana-ecosystem', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'web3']"
"('JasmyCoin', 'https://coinmarketcap.com/currencies/jasmy/')",,"['iot', 'ethereum-ecosystem', 'dwf-labs-portfolio']"
"('FLOKI', 'https://coinmarketcap.com/currencies/floki-inu/')",https://github.com/floki-inu,"['gaming', 'memes', 'metaverse', 'doggone-doggerel', 'play-to-earn', 'bnb-chain', 'dwf-labs-portfolio']"
"('Threshold', 'https://coinmarketcap.com/currencies/threshold/')",https://github.com/threshold-network,['bitcoin-ecosystem']
"('ICON', 'https://coinmarketcap.com/currencies/icon/')",https://github.com/icon-project,"['platform', 'enterprise-solutions', 'interoperability', 'smart-contracts', 'kenetic-capital-portfolio', 'pantera-capital-portfolio']"
"('Kusama', 'https://coinmarketcap.com/currencies/kusama/')",https://github.com/kusamanetwork,"['substrate', 'polkadot-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'vbc-ventures-portfolio']"
"('Siacoin', 'https://coinmarketcap.com/currencies/siacoin/')",https://github.com/SiaFoundation,"['mineable', 'pow', 'blake2b', 'platform', 'distributed-computing', 'filesharing', 'storage', 'dragonfly-capital-portfolio', 'fenbushi-capital-portfolio', 'paradigm-portfolio', 'web3', 'near-protocol-ecosystem']"
"('Worldcoin', 'https://coinmarketcap.com/currencies/worldcoin-org/')",https://github.com/worldcoin,"['privacy', 'zero-knowledge-proofs', 'identity', 'ethereum-ecosystem', 'governance', 'blockchain-capital-portfolio', 'a16z-portfolio', 'token', 'optimism-ecosystem']"
"('Solar', 'https://coinmarketcap.com/currencies/sxp/')",https://github.com/Solar-network,"['medium-of-exchange', 'defi', 'payments', 'wallet', 'binance-labs-portfolio', 'alameda-research-portfolio', 'bnb-chain']"
"('Terra', 'https://coinmarketcap.com/currencies/terra-luna-v2/')",https://github.com/terra-money/core,['alleged-sec-securities']
"('Illuvium', 'https://coinmarketcap.com/currencies/illuvium/')",,"['collectibles-nfts', 'gaming', 'dao', 'metaverse', 'play-to-earn']"
"('Hive', 'https://coinmarketcap.com/currencies/hive-blockchain/')",https://github.com/openhive-network/hive,"['dpos', 'media', 'content-creation', 'scaling', 'web3']"
"('0x Protocol', 'https://coinmarketcap.com/currencies/0x/')",https://github.com/0xProject,"['platform', 'decentralized-exchange-dex-token', 'defi', 'scaling', 'dao', 'substrate', 'polkadot', 'polkadot-ecosystem', 'polychain-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'celsius-bankruptcy-estate']"
"('EthereumPoW', 'https://coinmarketcap.com/currencies/ethereum-pow/')",https://github.com/ethereumpow,['pow']
"('Ontology', 'https://coinmarketcap.com/currencies/ontology/')",https://github.com/ontio,"['enterprise-solutions', 'identity', 'metaverse', 'huobi-capital-portfolio', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'bnb-chain']"
"('ssv.network', 'https://coinmarketcap.com/currencies/ssv-network/')",https://github.com/bloxapp/ssv-web,[]
"('Moonbeam', 'https://coinmarketcap.com/currencies/moonbeam/')",https://github.com/PureStake/moonbeam,"['smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'binance-labs-portfolio', 'arrington-xrp-capital-portfolio', 'injective-ecosystem']"
"('IOST', 'https://coinmarketcap.com/currencies/iostoken/')",,"['hardware', 'iot', 'huobi-capital-portfolio']"
"('Band Protocol', 'https://coinmarketcap.com/currencies/band-protocol/')",https://github.com/bandprotocol,"['cosmos-ecosystem', 'defi', 'oracles', 'binance-chain', 'binance-launchpad', 'binance-labs-portfolio', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'spartan-group', 'injective-ecosystem', 'bnb-chain']"
"('Biconomy', 'https://coinmarketcap.com/currencies/biconomy/')",https://github.com/bcnmy,"['platform', 'interoperability', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'fenbushi-capital-portfolio', 'mvb']"
"('Harmony', 'https://coinmarketcap.com/currencies/harmony/')",https://github.com/harmony-one,"['platform', 'enterprise-solutions', 'scaling', 'smart-contracts', 'binance-launchpad', 'binance-labs-portfolio', 'hashkey-capital-portfolio', 'harmony-ecosystem', 'injective-ecosystem', 'bnb-chain']"
"('WAX', 'https://coinmarketcap.com/currencies/wax/')",https://github.com/worldwide-asset-exchange/,"['media', 'collectibles-nfts', 'gaming', 'entertainment', 'payments', 'metaverse', 'galaxy-digital-portfolio', 'kenetic-capital-portfolio', 'play-to-earn', 'okex-blockdream-ventures-portfolio']"
"('SushiSwap', 'https://coinmarketcap.com/currencies/sushiswap/')",https://github.com/sushiswap/sushiswap,"['collectibles-nfts', 'decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'yearn-partnerships', 'governance', 'avalanche-ecosystem', 'metaverse', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'injective-ecosystem', 'bnb-chain']"
"('Axelar', 'https://coinmarketcap.com/currencies/axelar/')",https://github.com/axelarnetwork,"['interoperability', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'galaxy-digital-portfolio', 'base-ecosystem', 'sei-ecosystem']"
"('IoTeX', 'https://coinmarketcap.com/currencies/iotex/')",https://github.com/iotexproject/iotex-core,"['platform', 'iot', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'iotex-ecosystem', 'bnb-chain']"
"('MAGIC', 'https://coinmarketcap.com/currencies/magic-token/')",https://github.com/TreasureProject/,"['gaming', 'metaverse', 'arbitrum-ecosytem']"
"('Merit Circle', 'https://coinmarketcap.com/currencies/merit-circle/')",,"['gaming', 'binance-launchpool', 'governance', 'play-to-earn', 'token', 'gaming-guild', 'spartan-group', 'dwf-labs-portfolio']"
"('TerraClassicUSD', 'https://coinmarketcap.com/currencies/terrausd/')",https://github.com/terra-project,"['cosmos-ecosystem', 'stablecoin', 'algorithmic-stablecoin', 'seigniorage', 'terra-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'alleged-sec-securities']"
"('Kadena', 'https://coinmarketcap.com/currencies/kadena/')",https://github.com/kadena-io/chainweb-node,"['mineable', 'pow', 'blake2s', 'platform', 'smart-contracts', 'coinfund-portfolio', 'multicoin-capital-portfolio', 'web3', 'layer-1', 'kadena-ecosystem']"
"('UniBot', 'https://coinmarketcap.com/currencies/unibot-eth/')",,"['ethereum-ecosystem', 'telegram-bot']"
"('BORA', 'https://coinmarketcap.com/currencies/bora/')",,"['marketplace', 'gaming']"
"('Nervos Network', 'https://coinmarketcap.com/currencies/nervos-network/')",https://github.com/nervosnetwork,"['mineable', 'pow', 'platform', 'collectibles-nfts', 'defi', 'interoperability', 'research', 'scaling', 'smart-contracts', 'dao', 'polychain-capital-portfolio', 'rollups', 'blockchain-capital-portfolio', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', '1confirmation-portfolio', 'multicoin-capital-portfolio', 'web3']"
"('DigiByte', 'https://coinmarketcap.com/currencies/digibyte/')",https://github.com/DigiByte-Core,"['mineable', 'pow', 'multiple-algorithms', 'medium-of-exchange', 'collectibles-nfts', 'iot', 'payments']"
"('Stargate Finance', 'https://coinmarketcap.com/currencies/stargate-finance/')",,"['ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'cross-chain', 'optimism-ecosystem']"
"('DAO Maker', 'https://coinmarketcap.com/currencies/dao-maker/')",https://github.com/daomaker,"['defi', 'governance', 'launchpad', 'dao-maker', 'vbc-ventures-portfolio', 'injective-ecosystem']"
"('MobileCoin', 'https://coinmarketcap.com/currencies/mobilecoin/')",https://github.com/mobilecoinfoundation/mobilecoin,"['privacy', 'payments', 'arrington-xrp-capital-portfolio']"
"('Ribbon Finance', 'https://coinmarketcap.com/currencies/ribbon-finance/')",https://github.com/ribbon-finance,"['derivatives', 'coinbase-ventures-portfolio', 'real-world-assets']"
"('Core', 'https://coinmarketcap.com/currencies/core-dao/')",,[]
"('SKALE', 'https://coinmarketcap.com/currencies/skale-network/')",https://github.com/skalenetwork,"['platform', 'scaling', 'smart-contracts', 'staking', 'layer-2', 'arrington-xrp-capital-portfolio', 'boostvc-portfolio', 'galaxy-digital-portfolio', 'hashkey-capital-portfolio']"
"('Flux', 'https://coinmarketcap.com/currencies/zel/')",https://github.com/runonflux,"['mineable', 'pow', 'distributed-computing', 'filesharing', 'interoperability', 'masternodes', 'smart-contracts', 'dao', 'dapp', 'storage', 'governance', 'web3', 'cross-chain']"
"('UMA', 'https://coinmarketcap.com/currencies/uma/')",https://github.com/UMAprotocol,"['defi', 'derivatives', 'oracles', 'dao', 'coinbase-ventures-portfolio', 'governance', 'synthetics', 'blockchain-capital-portfolio', 'dragonfly-capital-portfolio', 'placeholder-ventures-portfolio', 'polygon-ecosystem', 'injective-ecosystem']"
"('Horizen', 'https://coinmarketcap.com/currencies/horizen/')",https://github.com/HorizenOfficial,"['mineable', 'pow', 'medium-of-exchange', 'platform', 'enterprise-solutions', 'content-creation', 'privacy', 'zero-knowledge-proofs', 'masternodes', 'scaling', 'smart-contracts', 'staking', 'sidechain', 'dcg-portfolio', 'web3']"
"('Galxe', 'https://coinmarketcap.com/currencies/galxe/')",,"['binance-launchpool', 'mvb', 'spartan-group', 'dwf-labs-portfolio']"
"('Reserve Rights', 'https://coinmarketcap.com/currencies/reserve-rights/')",https://github.com/reserve-protocol,"['store-of-value', 'defi', 'coinbase-ventures-portfolio', 'dcg-portfolio', 'real-world-assets']"
"('TomoChain', 'https://coinmarketcap.com/currencies/tomochain/')",https://github.com/tomochain/,"['platform', 'alameda-research-portfolio', 'injective-ecosystem']"
"('Everscale', 'https://coinmarketcap.com/currencies/everscale/')",https://github.com/tonlabs/ever-sdk,['everscale-ecosystem']
"('STP', 'https://coinmarketcap.com/currencies/standard-tokenization-protocol/')",,"['defi', 'payments']"
"('Lisk', 'https://coinmarketcap.com/currencies/lisk/')",https://github.com/LiskHQ/lisk-sdk,"['dpos', 'platform', 'enterprise-solutions', 'smart-contracts']"
"('Nano', 'https://coinmarketcap.com/currencies/nano/')",https://github.com/nanocurrency,"['dag', 'blake2b', 'medium-of-exchange', 'store-of-value', 'payments']"
"('Storj', 'https://coinmarketcap.com/currencies/storj/')",https://github.com/storj/storj,"['platform', 'distributed-computing', 'filesharing', 'storage', 'web3']"
"('Alchemy Pay', 'https://coinmarketcap.com/currencies/alchemy-pay/')",https://github.com/Alchemy-GPS,['dwf-labs-portfolio']
"('Kyber Network Crystal v2', 'https://coinmarketcap.com/currencies/kyber-network-crystal-v2/')",https://github.com/kybernetwork,"['marketplace', 'decentralized-exchange-dex-token', 'defi', 'dao', 'amm', 'three-arrows-capital-portfolio', 'governance', 'kenetic-capital-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'arbitrum-ecosytem', 'optimism-ecosystem']"
"('Cartesi', 'https://coinmarketcap.com/currencies/cartesi/')",https://github.com/cartesi,"['pos', 'platform', 'cosmos-ecosystem', 'scaling', 'smart-contracts', 'staking', 'dapp', 'ethereum-ecosystem', 'binance-smart-chain', 'rollups', 'sidechain', 'binance-launchpad', 'binance-labs-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'bnb-chain', 'optimism-ecosystem']"
"('Celer Network', 'https://coinmarketcap.com/currencies/celer-network/')",https://github.com/celer-network,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'ethereum-ecosystem', 'substrate', 'polkadot-ecosystem', 'binance-launchpad', 'arrington-xrp-capital-portfolio', 'pantera-capital-portfolio', 'arbitrum-ecosytem', 'bnb-chain', 'sei-ecosystem']"
"('PlayDapp', 'https://coinmarketcap.com/currencies/playdapp/')",https://github.com/playdapp,"['gaming', 'ethereum-ecosystem', 'metaverse', 'polygon-ecosystem']"
"('Pundi X (New)', 'https://coinmarketcap.com/currencies/pundix-new/')",,[]
"('Vulcan Forged PYR', 'https://coinmarketcap.com/currencies/vulcan-forged-pyr/')",,"['collectibles-nfts', 'gaming', 'entertainment', 'metaverse', 'dwf-labs-portfolio']"
"('Status', 'https://coinmarketcap.com/currencies/status/')",https://github.com/status-im,"['media', 'content-creation', 'privacy', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio']"
"('Amp', 'https://coinmarketcap.com/currencies/amp/')",https://github.com/amptoken,"['sec-security-token', 'alleged-sec-securities']"
